depth_m,speed_mps,cweight_kg,whp_barg,temp_degC,pressure_bara,frequency_hz,datetime,timestamp
864.5992,-1.4821625,155.22197,-0.3916055,73.48706,45.039925,15.644957,2020-12-11 16:04:14.304,1607655854.304
864.1693,-1.4810864,154.24232,-0.39063692,73.53935,45.003296,15.819882,2020-12-11 16:04:14.304,1607655854.304
863.6812,-1.4804547,153.3031,-0.38957,73.57596,44.966667,15.862445,2020-12-11 16:04:14.304,1607655854.304
863.4881,-1.4814047,153.71878,-0.3900543,73.62564,44.933273,15.466196,2020-12-11 16:04:15.168,1607655855.168
863.1166,-1.4814047,154.36815,-0.3914103,73.67009,44.895565,15.926118,2020-12-11 16:04:15.168,1607655855.168
862.745,-1.4826254,154.30522,-0.39189458,73.725,44.86109,15.789572,2020-12-11 16:04:15.168,1607655855.168
862.3698,-1.4840182,155.34555,-0.39131492,73.78514,44.825542,16.621271,2020-12-11 16:04:15.168,1607655855.168
861.99457,-1.4845319,155.55902,-0.39034486,73.82697,44.78999,16.177393,2020-12-11 16:04:16.032,1607655856.032
861.60114,-1.4874878,152.9863,-0.3922835,73.86097,44.753365,16.380692,2020-12-11 16:04:16.032,1607655856.032
861.1786,-1.4907887,152.71667,-0.39218664,73.88451,44.718887,15.897857,2020-12-11 16:04:16.032,1607655856.032
860.6795,-1.4933269,154.14793,-0.39131492,73.90281,44.681183,16.02886,2020-12-11 16:04:16.896,1607655856.896
860.48645,-1.4935507,153.54579,-0.39121807,73.92111,44.644554,15.605526,2020-12-11 16:04:16.896,1607655856.896
860.1076,-1.4971924,153.65585,-0.39102286,73.928955,44.61008,15.6031885,2020-12-11 16:04:16.896,1607655856.896
859.7324,-1.4974647,153.86484,-0.3902495,73.94203,44.573452,15.959552,2020-12-11 16:04:16.896,1607655856.896
859.3572,-1.4991071,153.6132,-0.3900543,73.94465,44.537903,15.331289,2020-12-11 16:04:17.760,1607655857.76
858.97473,-1.5044556,153.63791,-0.39150715,73.957726,44.501274,15.545435,2020-12-11 16:04:17.760,1607655857.76
858.5266,-1.5049069,153.32109,-0.39063692,73.999565,44.464645,15.157817,2020-12-11 16:04:17.760,1607655857.76
858.0422,-1.5073141,152.77509,-0.39073378,74.08847,44.429092,15.271768,2020-12-11 16:04:18.624,1607655858.624
857.84546,-1.5081177,153.35252,-0.3917992,74.28984,44.392467,15.2885475,2020-12-11 16:04:18.624,1607655858.624
857.4702,-1.5081177,153.76598,-0.3902495,74.608925,44.356915,15.190754,2020-12-11 16:04:18.624,1607655858.624
857.0914,-1.5086764,154.20863,-0.38947314,75.1687,44.320286,16.023584,2020-12-11 16:04:18.624,1607655858.624
856.7162,-1.5077002,153.13011,-0.38966835,75.8568,44.283657,15.472921,2020-12-11 16:04:19.488,1607655859.488
856.33734,-1.5081768,152.44928,-0.39082915,76.67068,44.248108,16.056501,2020-12-11 16:04:19.488,1607655859.488
855.8856,-1.5084689,153.5952,-0.39063692,77.62092,44.212555,15.615296,2020-12-11 16:04:19.488,1607655859.488
855.4011,-1.5084878,153.09189,-0.3916055,78.65266,44.177006,15.608921,2020-12-11 16:04:20.352,1607655860.352
855.2044,-1.5093384,153.46039,-0.39034486,79.73452,44.140377,15.952598,2020-12-11 16:04:20.352,1607655860.352
854.8292,-1.509318,152.58409,-0.3902495,80.974045,44.104824,15.645682,2020-12-11 16:04:20.352,1607655860.352
854.454,-1.5069174,152.77956,-0.39082915,82.31896,44.069275,15.816094,2020-12-11 16:04:20.352,1607655860.352
854.07513,-1.5075684,153.36151,-0.39121807,83.55955,44.032646,15.370819,2020-12-11 16:04:21.216,1607655861.216
853.6963,-1.5094757,152.28075,-0.3916055,84.9135,43.997097,15.756243,2020-12-11 16:04:21.216,1607655861.216
853.24457,-1.5084889,152.13695,-0.390926,86.35996,43.961544,15.858293,2020-12-11 16:04:21.216,1607655861.216
852.76373,-1.5084878,152.96608,-0.39102286,87.80975,43.925995,15.302114,2020-12-11 16:04:22.080,1607655862.08
852.56335,-1.5093384,153.05147,-0.39015263,89.55463,43.889366,15.483939,2020-12-11 16:04:22.080,1607655862.08
852.1882,-1.5093384,153.10089,-0.39073378,91.36101,43.854893,15.987288,2020-12-11 16:04:22.080,1607655862.08
851.813,-1.5081177,151.36177,-0.3902495,93.0869,43.818264,16.13684,2020-12-11 16:04:22.080,1607655862.08
851.43774,-1.5075684,152.1482,-0.38937628,94.84801,43.78379,15.592065,2020-12-11 16:04:22.944,1607655862.944
851.0662,-1.5060616,152.9436,-0.38995743,96.54165,43.749317,15.3501,2020-12-11 16:04:22.944,1607655862.944
850.691,-1.504476,152.00665,-0.39053857,98.12817,43.71269,15.829238,2020-12-11 16:04:22.944,1607655862.944
850.23926,-1.5049069,151.77296,-0.38937628,99.61002,43.678215,15.893442,2020-12-11 16:04:23.808,1607655863.808
849.75476,-1.5061599,153.61766,-0.38966835,101.14803,43.641586,15.545172,2020-12-11 16:04:23.808,1607655863.808
849.5581,-1.5056763,152.96608,-0.39082915,102.57858,43.607113,15.079186,2020-12-11 16:04:23.808,1607655863.808
849.18286,-1.504476,152.26953,-0.39082915,103.840775,43.57264,16.002474,2020-12-11 16:04:24.672,1607655864.672
848.804,-1.5053147,150.7798,-0.3914103,105.28318,43.53601,15.644043,2020-12-11 16:04:24.672,1607655864.672
848.4252,-1.5060616,151.78197,-0.39131492,106.71835,43.502613,15.433596,2020-12-11 16:04:24.672,1607655864.672
848.0463,-1.5056763,152.65375,-0.39102286,108.006096,43.46706,15.612657,2020-12-11 16:04:24.672,1607655864.672
847.5946,-1.5060875,151.87184,-0.38995743,109.22031,43.430435,15.418996,2020-12-11 16:04:25.536,1607655865.536
847.1101,-1.5073336,151.43141,-0.3890857,110.337074,43.395958,16.213713,2020-12-11 16:04:25.536,1607655865.536
846.9134,-1.5081177,150.53493,-0.38927943,111.35099,43.36041,15.73902,2020-12-11 16:04:25.536,1607655865.536
846.53455,-1.5105591,152.11447,-0.38937628,112.22753,43.32701,15.924781,2020-12-11 16:04:26.400,1607655866.4
846.1557,-1.5117594,152.78856,-0.3897652,113.00895,43.290382,15.895566,2020-12-11 16:04:26.400,1607655866.4
845.77686,-1.512038,150.62251,-0.39015263,113.742874,43.254833,15.409174,2020-12-11 16:04:26.400,1607655866.4
845.3834,-1.5127212,151.69656,-0.39015263,114.41071,43.221436,16.218449,2020-12-11 16:04:26.400,1607655866.4
844.9426,-1.5132717,152.19313,-0.38995743,115.01773,43.184807,15.565368,2020-12-11 16:04:27.264,1607655867.264
844.4618,-1.5131633,151.53253,-0.3890857,115.63813,43.150333,15.785769,2020-12-11 16:04:27.264,1607655867.264
844.2615,-1.5141805,151.85385,-0.38879514,116.26131,43.11586,16.304527,2020-12-11 16:04:27.264,1607655867.264
843.8862,-1.5129801,151.06067,-0.3877297,116.91644,43.07923,15.549936,2020-12-11 16:04:28.128,1607655868.128
843.5074,-1.5129801,151.88754,-0.38782656,117.54785,43.044758,16.277342,2020-12-11 16:04:28.128,1607655868.128
843.12854,-1.5131648,151.72351,-0.38898885,118.12897,43.010284,15.890847,2020-12-11 16:04:28.128,1607655868.128
842.7497,-1.5140343,150.59334,-0.388892,118.6863,42.974735,15.543659,2020-12-11 16:04:28.128,1607655868.128
842.37085,-1.5141805,151.95049,-0.3884077,119.280914,42.94026,16.43658,2020-12-11 16:04:28.992,1607655868.992
841.9337,-1.513431,150.93262,-0.3877297,119.85971,42.903633,15.355173,2020-12-11 16:04:28.992,1607655868.992
841.43463,-1.5131633,151.18425,-0.38831085,120.43331,42.86916,15.262493,2020-12-11 16:04:28.992,1607655868.992
841.2343,-1.5141805,152.53015,-0.3884077,121.00436,42.834682,16.074268,2020-12-11 16:04:29.856,1607655869.856
840.8591,-1.5131648,151.24042,-0.38850456,121.56223,42.799133,15.760532,2020-12-11 16:04:29.856,1607655869.856
840.47656,-1.5144631,151.54152,-0.387536,122.130844,42.76466,16.121128,2020-12-11 16:04:29.856,1607655869.856
840.1014,-1.5128899,150.07431,-0.38947314,122.63312,42.72803,15.867742,2020-12-11 16:04:29.856,1607655869.856
839.72253,-1.5129801,150.42482,-0.38947314,123.127495,42.693558,16.30727,2020-12-11 16:04:30.720,1607655870.72
839.28174,-1.5146356,152.5122,-0.38947314,123.59271,42.66016,15.582971,2020-12-11 16:04:30.720,1607655870.72
838.7827,-1.5143175,152.03809,-0.38937628,124.01812,42.62353,15.986408,2020-12-11 16:04:30.720,1607655870.72
838.20715,-1.5141805,150.55511,-0.38986057,124.86114,42.554585,16.025326,2020-12-11 16:04:31.584,1607655871.584
837.8283,-1.5141805,149.17778,-0.39053857,125.28938,42.517956,15.256611,2020-12-11 16:04:31.584,1607655871.584
837.45306,-1.5131648,152.0179,-0.38966835,125.73099,42.486713,16.359539,2020-12-11 16:04:31.584,1607655871.584
837.01227,-1.5142916,151.373,-0.38957,126.18065,42.45009,15.527586,2020-12-11 16:04:32.448,1607655872.448
836.5278,-1.5133579,149.89003,-0.39044172,126.57981,42.414536,15.84164,2020-12-11 16:04:32.448,1607655872.448
836.3165,-1.5141805,151.11237,-0.38986057,126.99765,42.382217,16.264244,2020-12-11 16:04:32.448,1607655872.448
835.9377,-1.5129598,149.85634,-0.38986057,127.394264,42.346664,15.523453,2020-12-11 16:04:33.312,1607655873.312
835.55884,-1.5141805,150.5821,-0.3897652,127.7856,42.311115,15.87272,2020-12-11 16:04:33.312,1607655873.312
835.17633,-1.5154012,151.11685,-0.38879514,128.17699,42.27664,15.403904,2020-12-11 16:04:33.312,1607655873.312
834.8011,-1.5142916,149.30359,-0.38947314,128.57109,42.24109,15.267054,2020-12-11 16:04:34.176,1607655874.176
834.42224,-1.513862,150.10802,-0.38879514,128.9679,42.207695,16.18649,2020-12-11 16:04:34.176,1607655874.176
833.9669,-1.5144012,150.299,-0.3877297,129.33546,42.171066,14.58863,2020-12-11 16:04:34.176,1607655874.176
833.5006,-1.5133579,150.20912,-0.3877297,129.72707,42.138744,15.356098,2020-12-11 16:04:34.176,1607655874.176
833.2857,-1.5142008,151.68309,-0.38714707,130.09738,42.103195,16.007824,2020-12-11 16:04:35.040,1607655875.04
832.9105,-1.5141805,149.13956,-0.38695484,130.48375,42.067642,15.113283,2020-12-11 16:04:35.040,1607655875.04
832.528,-1.5153997,149.2519,-0.38598627,130.88614,42.03317,15.892116,2020-12-11 16:04:35.040,1607655875.04
832.1492,-1.5149838,149.7058,-0.38627684,131.27527,41.998695,15.619528,2020-12-11 16:04:35.904,1607655875.904
831.7739,-1.5142008,149.22496,-0.38850456,131.64578,41.964222,15.355931,2020-12-11 16:04:35.904,1607655875.904
831.3295,-1.5158403,151.14607,-0.38811713,131.98969,41.92975,15.74578,2020-12-11 16:04:35.904,1607655875.904
830.83044,-1.5155108,150.58658,-0.3877297,132.3443,41.8942,15.145865,2020-12-11 16:04:35.904,1607655875.904
830.6338,-1.5141805,148.28127,-0.3877297,132.72295,41.8608,15.705966,2020-12-11 16:04:36.768,1607655876.768
830.2549,-1.5154012,149.96867,-0.38821548,133.08565,41.82633,15.25314,2020-12-11 16:04:36.768,1607655876.768
829.87604,-1.5154012,148.96657,-0.38850456,133.46439,41.7897,14.462819,2020-12-11 16:04:36.768,1607655876.768
829.4972,-1.5153997,150.59557,-0.38811713,133.82451,41.7563,15.425749,2020-12-11 16:04:37.632,1607655877.632
829.11835,-1.5151787,150.69891,-0.3870517,134.16331,41.72183,15.777901,2020-12-11 16:04:37.632,1607655877.632
828.67755,-1.5158403,149.0295,-0.38850456,134.50218,41.6852,15.417033,2020-12-11 16:04:37.632,1607655877.632
828.1785,-1.516665,148.15991,-0.38966835,134.87576,41.65288,15.061356,2020-12-11 16:04:37.632,1607655877.632
827.9818,-1.5154012,148.82275,-0.388892,135.22804,41.617332,14.88873,2020-12-11 16:04:38.496,1607655878.496
827.60297,-1.5154012,149.96196,-0.38763136,135.55367,41.582855,15.143148,2020-12-11 16:04:38.496,1607655878.496
827.22046,-1.5178223,150.47874,-0.38763136,135.89803,41.54838,15.14685,2020-12-11 16:04:38.496,1607655878.496
826.8416,-1.5176345,147.70154,-0.3877297,136.26645,41.512833,15.32248,2020-12-11 16:04:39.360,1607655879.36
826.46277,-1.5161247,149.28561,-0.3877297,136.6616,41.480515,15.56674,2020-12-11 16:04:39.360,1607655879.36
826.08026,-1.5178427,149.53505,-0.38821548,137.06752,41.443886,15.123574,2020-12-11 16:04:39.360,1607655879.36
825.62854,-1.5168337,147.49707,-0.38666278,137.41737,41.408333,15.247115,2020-12-11 16:04:39.360,1607655879.36
825.14044,-1.5178192,148.08351,-0.3870517,137.72188,41.37709,15.58775,2020-12-11 16:04:40.224,1607655880.224
824.9437,-1.5178223,149.26765,-0.387536,138.0451,41.339386,14.964818,2020-12-11 16:04:40.224,1607655880.224
824.5649,-1.5178223,148.03635,-0.38743913,138.30693,41.30599,14.957083,2020-12-11 16:04:40.224,1607655880.224
824.1824,-1.5187613,148.99803,-0.386858,138.5848,41.271515,15.449834,2020-12-11 16:04:41.088,1607655881.088
823.8072,-1.5172465,147.91951,-0.387536,138.94286,41.235966,14.728933,2020-12-11 16:04:41.088,1607655881.088
823.4247,-1.519043,149.48337,-0.38676113,139.33838,41.202568,15.341474,2020-12-11 16:04:41.088,1607655881.088
822.9839,-1.5194341,149.64287,-0.3863737,139.7286,41.16702,14.786504,2020-12-11 16:04:41.088,1607655881.088
822.4957,-1.5192063,148.48572,-0.38579255,140.11621,41.13362,14.803733,2020-12-11 16:04:41.952,1607655881.952
822.2845,-1.519043,150.00462,-0.3856942,140.50386,41.099148,15.381823,2020-12-11 16:04:41.952,1607655881.952
821.90564,-1.519043,147.04323,-0.38811713,140.89691,41.06252,14.830405,2020-12-11 16:04:41.952,1607655881.952
821.52313,-1.519043,147.75998,-0.38734227,141.31677,41.0302,15.5048485,2020-12-11 16:04:42.816,1607655882.816
821.1443,-1.5187613,150.40012,-0.38782656,141.73935,40.996803,15.483029,2020-12-11 16:04:42.816,1607655882.816
820.76544,-1.5197182,147.69707,-0.38802028,142.10046,40.960175,15.345108,2020-12-11 16:04:42.816,1607655882.816
820.30646,-1.5204158,147.69707,-0.38724542,142.47499,40.92678,15.91101,2020-12-11 16:04:43.680,1607655883.68
819.8329,-1.5215417,148.1869,-0.386858,142.87901,40.892303,15.338539,2020-12-11 16:04:43.680,1607655883.68
819.62524,-1.519043,146.7309,-0.38695484,143.25098,40.856754,15.285409,2020-12-11 16:04:43.680,1607655883.68
819.24274,-1.5214844,149.09915,-0.38714707,143.58818,40.823357,15.583284,2020-12-11 16:04:43.680,1607655883.68
818.8639,-1.5202637,148.65201,-0.3877297,143.9281,40.787807,14.762192,2020-12-11 16:04:44.544,1607655884.544
818.48505,-1.519888,147.62743,-0.38802028,144.26538,40.75549,16.087124,2020-12-11 16:04:44.544,1607655884.544
818.10254,-1.520669,148.63176,-0.38850456,144.54381,40.719936,15.798875,2020-12-11 16:04:44.544,1607655884.544
817.7237,-1.5202637,146.99376,-0.38918406,144.82762,40.684387,15.114095,2020-12-11 16:04:45.408,1607655885.408
817.2793,-1.5218233,148.41608,-0.3890857,145.11412,40.652065,15.72816,2020-12-11 16:04:45.408,1607655885.408
816.7948,-1.5203642,148.63853,-0.3870517,145.36853,40.616516,15.582917,2020-12-11 16:04:45.408,1607655885.408
816.5835,-1.5202637,146.65001,-0.38792342,145.62294,40.580963,15.042954,2020-12-11 16:04:45.408,1607655885.408
816.1974,-1.5226847,148.55312,-0.387536,145.8506,40.548645,15.797794,2020-12-11 16:04:46.272,1607655886.272
815.82214,-1.5210149,147.18703,-0.38714707,146.0515,40.513096,15.251022,2020-12-11 16:04:46.272,1607655886.272
815.43964,-1.5208817,148.1532,-0.38559735,146.28722,40.47862,15.877276,2020-12-11 16:04:46.272,1607655886.272
815.0572,-1.5226847,148.84074,-0.38627684,146.5069,40.444145,15.916026,2020-12-11 16:04:47.136,1607655887.136
814.62006,-1.5206187,146.11299,-0.38550198,146.69443,40.40967,15.675503,2020-12-11 16:04:47.136,1607655887.136
814.1173,-1.5213405,146.68596,-0.38462877,146.88466,40.376278,16.094582,2020-12-11 16:04:47.136,1607655887.136
813.917,-1.5226847,148.51044,-0.38579255,147.05347,40.341805,15.255632,2020-12-11 16:04:47.136,1607655887.136
813.53815,-1.521464,146.65901,-0.3870517,147.233,40.30625,15.736299,2020-12-11 16:04:48.000,1607655888.0
813.15564,-1.5226847,147.99815,-0.38714707,147.41254,40.273933,16.25679,2020-12-11 16:04:48.000,1607655888.0
812.7768,-1.5221229,146.76906,-0.38743913,147.58406,40.237305,15.397704,2020-12-11 16:04:48.000,1607655888.0
812.39795,-1.520669,146.95782,-0.38695484,147.78238,40.203907,15.407951,2020-12-11 16:04:48.864,1607655888.864
811.95715,-1.5218233,148.16891,-0.3856942,148.00752,40.169434,15.513886,2020-12-11 16:04:48.864,1607655888.864
811.469,-1.5203838,147.99591,-0.38647056,148.18443,40.133884,15.642357,2020-12-11 16:04:48.864,1607655888.864
811.2541,-1.5226847,148.16667,-0.38724542,148.37744,40.101562,16.274136,2020-12-11 16:04:48.864,1607655888.864
810.87524,-1.521464,146.26802,-0.38724542,148.57849,40.064938,15.73042,2020-12-11 16:04:49.728,1607655889.728
810.4964,-1.5202637,145.78043,-0.3870517,148.77689,40.03154,15.877962,2020-12-11 16:04:49.728,1607655889.728
810.1139,-1.5210149,148.9261,-0.38714707,148.94312,39.99922,16.153162,2020-12-11 16:04:49.728,1607655889.728
809.73505,-1.5218099,146.89493,-0.3863737,149.08255,39.962593,15.486525,2020-12-11 16:04:50.592,1607655890.592
809.35254,-1.5214844,145.77371,-0.38734227,149.2193,39.929195,16.177176,2020-12-11 16:04:50.592,1607655890.592
808.91174,-1.5218434,147.51054,-0.3870517,149.3775,39.895798,16.460371,2020-12-11 16:04:50.592,1607655890.592
808.42365,-1.5215417,147.40048,-0.38724542,149.52768,39.85917,15.999139,2020-12-11 16:04:50.592,1607655890.592
808.20874,-1.5226847,147.2162,-0.38627684,149.702,39.82685,16.00071,2020-12-11 16:04:51.456,1607655891.456
807.82983,-1.5227051,147.24092,-0.38666278,149.85487,39.792377,16.139576,2020-12-11 16:04:51.456,1607655891.456
807.46924,-1.5212071,146.66124,-0.38627684,150.02116,39.757904,16.12123,2020-12-11 16:04:51.456,1607655891.456
807.06854,-1.5229317,147.38474,-0.38676113,150.18478,39.72343,16.261843,2020-12-11 16:04:52.320,1607655892.32
806.6897,-1.521464,146.04782,-0.38608164,150.31085,39.688957,15.928951,2020-12-11 16:04:52.320,1607655892.32
806.24524,-1.5230279,146.2478,-0.38695484,150.45839,39.65664,16.6687,2020-12-11 16:04:52.320,1607655892.32
805.76074,-1.5227193,146.69717,-0.38540512,150.61398,39.62001,15.952722,2020-12-11 16:04:52.320,1607655892.32
805.5495,-1.521464,144.88843,-0.38472563,150.76422,39.585537,15.945958,2020-12-11 16:04:53.184,1607655893.184
805.1633,-1.5239054,147.1331,-0.38530827,150.87958,39.553215,16.53514,2020-12-11 16:04:53.184,1607655893.184
804.8027,-1.5223373,146.64778,-0.3850177,150.99763,39.517666,16.032406,2020-12-11 16:04:53.184,1607655893.184
804.4202,-1.5223185,146.00964,-0.38608164,151.11569,39.482113,16.27306,2020-12-11 16:04:54.048,1607655894.048
804.02313,-1.5229317,146.73988,-0.38550198,151.22302,39.449795,16.043083,2020-12-11 16:04:54.048,1607655894.048
803.6006,-1.520843,145.44568,-0.38424134,151.29814,39.414246,16.579386,2020-12-11 16:04:54.048,1607655894.048
803.0979,-1.5215222,145.09512,-0.38482398,151.38939,39.379772,16.322575,2020-12-11 16:04:54.912,1607655894.912
802.9012,-1.5226847,146.08604,-0.38550198,151.46721,39.345295,16.221003,2020-12-11 16:04:54.912,1607655894.912
802.5041,-1.5214844,145.21869,-0.38598627,151.55844,39.3119,16.310959,2020-12-11 16:04:54.912,1607655894.912
802.13983,-1.5212071,147.51955,-0.38550198,151.65504,39.278503,16.77334,2020-12-11 16:04:54.912,1607655894.912
801.761,-1.5212071,146.0074,-0.38608164,151.75166,39.241875,16.13046,2020-12-11 16:04:55.776,1607655895.776
801.3639,-1.520669,144.92212,-0.38724542,151.84828,39.20848,16.123552,2020-12-11 16:04:55.776,1607655895.776
800.9195,-1.5230279,146.11075,-0.3861785,151.93147,39.17616,16.8215,2020-12-11 16:04:55.776,1607655895.776
800.435,-1.5203642,146.87918,-0.38734227,152.00395,39.13953,16.075758,2020-12-11 16:04:56.640,1607655896.64
800.2346,-1.5226847,146.21634,-0.38714707,152.10326,39.107212,16.699553,2020-12-11 16:04:56.640,1607655896.64
799.8376,-1.5224723,145.06142,-0.38734227,152.18915,39.07274,16.805964,2020-12-11 16:04:56.640,1607655896.64
799.4769,-1.5210149,145.19623,-0.3850177,152.25893,39.038265,16.583406,2020-12-11 16:04:56.640,1607655896.64
799.07623,-1.5221229,147.58247,-0.38608164,152.34483,39.004868,16.502563,2020-12-11 16:04:57.504,1607655897.504
798.6974,-1.5227324,145.53555,-0.38550198,152.42804,38.96932,15.973674,2020-12-11 16:04:57.504,1607655897.504
798.33307,-1.5227051,144.79407,-0.38482398,152.52736,38.93592,16.443302,2020-12-11 16:04:57.504,1607655897.504
797.8741,-1.5230279,146.00288,-0.38462877,152.64548,38.901447,16.411367,2020-12-11 16:04:58.368,1607655898.368
797.3896,-1.5225142,146.48596,-0.38598627,152.74213,38.8659,15.432572,2020-12-11 16:04:58.368,1607655898.368
797.1893,-1.5239054,145.8456,-0.38695484,152.84683,38.833576,15.812502,2020-12-11 16:04:58.368,1607655898.368
796.79584,-1.5226847,146.74889,-0.38647056,153.01596,38.799103,16.010523,2020-12-11 16:04:58.368,1607655898.368
796.417,-1.5221229,144.15143,-0.38472563,153.18243,38.763554,16.45566,2020-12-11 16:04:59.232,1607655899.232
796.0345,-1.5218099,144.51093,-0.38511306,153.39725,38.730156,15.880084,2020-12-11 16:04:59.232,1607655899.232
795.65564,-1.5212556,145.20299,-0.3850177,153.5664,38.695683,15.97623,2020-12-11 16:04:59.232,1607655899.232
795.2185,-1.5194341,145.2367,-0.38462877,153.70068,38.662285,16.640026,2020-12-11 16:05:00.096,1607655900.096
794.73035,-1.5213405,144.86148,-0.38462877,153.81348,38.62781,16.284151,2020-12-11 16:05:00.096,1607655900.096
794.5373,-1.519888,143.40546,-0.38482398,153.91553,38.593338,16.219906,2020-12-11 16:05:00.096,1607655900.096
794.14026,-1.519043,145.64113,-0.38424134,153.98804,38.55994,16.571547,2020-12-11 16:05:00.096,1607655900.096
793.765,-1.5176259,145.44339,-0.38472563,154.04982,38.526546,16.1331,2020-12-11 16:05:00.960,1607655900.96
793.38617,-1.5174538,143.86607,-0.38414448,154.13307,38.489918,16.338102,2020-12-11 16:05:00.960,1607655900.96
793.011,-1.5149838,145.35803,-0.38404763,154.18143,38.45975,16.818596,2020-12-11 16:05:00.960,1607655900.96
792.57385,-1.5132517,144.7289,-0.38356334,154.20828,38.423126,16.959589,2020-12-11 16:05:01.824,1607655901.824
792.07477,-1.5131633,144.49521,-0.38462877,154.25394,38.38865,16.736305,2020-12-11 16:05:01.824,1607655901.824
791.87805,-1.5129801,145.30858,-0.38414448,154.2835,38.35633,16.790438,2020-12-11 16:05:01.824,1607655901.824
791.4992,-1.5117594,144.98506,-0.38492084,154.32915,38.321857,16.169552,2020-12-11 16:05:01.824,1607655901.824
791.12036,-1.5117594,144.98729,-0.3850177,154.37213,38.28846,17.161438,2020-12-11 16:05:02.688,1607655902.688
790.7597,-1.5110911,143.25266,-0.38482398,154.41779,38.253986,16.958508,2020-12-11 16:05:02.688,1607655902.688
790.36993,-1.5104585,143.52228,-0.38550198,154.43929,38.220592,16.656313,2020-12-11 16:05:02.688,1607655902.688
789.9911,-1.5103667,145.58943,-0.38462877,154.46346,38.18827,16.8395,2020-12-11 16:05:03.552,1607655903.552
789.55396,-1.5086526,145.012,-0.38540512,154.51718,38.151646,16.522326,2020-12-11 16:05:03.552,1607655903.552
789.0731,-1.5086478,143.55151,-0.3838554,154.54672,38.119324,17.079039,2020-12-11 16:05:03.552,1607655903.552
788.8764,-1.5088305,144.49521,-0.38346797,154.57628,38.08593,16.783165,2020-12-11 16:05:04.416,1607655904.416
788.5012,-1.5077002,143.28864,-0.38288683,154.60852,38.050377,16.570906,2020-12-11 16:05:04.416,1607655904.416
788.1223,-1.5088494,144.48622,-0.38220733,154.65149,38.01806,16.92879,2020-12-11 16:05:04.416,1607655904.416
787.73254,-1.5081958,144.29974,-0.38346797,154.69179,37.983585,16.135075,2020-12-11 16:05:04.416,1607655904.416
787.35736,-1.506897,144.2593,-0.38424134,154.72403,37.950188,16.58353,2020-12-11 16:05:05.280,1607655905.28
786.91656,-1.507448,144.21658,-0.38327277,154.76164,37.91679,16.667446,2020-12-11 16:05:05.280,1607655905.28
786.4357,-1.5063124,143.90202,-0.38307905,154.78313,37.882317,16.289436,2020-12-11 16:05:05.280,1607655905.28
786.2244,-1.506737,144.57385,-0.3829822,154.81,37.85,17.103676,2020-12-11 16:05:06.144,1607655906.144
785.8529,-1.5056763,144.839,-0.38356334,154.83148,37.81445,16.297598,2020-12-11 16:05:06.144,1607655906.144
785.47766,-1.504476,143.20999,-0.38327277,154.88521,37.78105,16.727007,2020-12-11 16:05:06.144,1607655906.144
785.0988,-1.5053147,143.56499,-0.3838554,154.91476,37.748734,17.09913,2020-12-11 16:05:06.144,1607655906.144
784.72723,-1.5036515,142.66846,-0.38443655,154.93626,37.71426,16.52644,2020-12-11 16:05:07.008,1607655907.008
784.2719,-1.5047361,144.38063,-0.38472563,154.94432,37.679783,16.370914,2020-12-11 16:05:07.008,1607655907.008
783.8056,-1.5050057,143.89531,-0.38375705,154.98193,37.647465,16.507603,2020-12-11 16:05:07.008,1607655907.008
783.59796,-1.5031073,142.56511,-0.38278848,155.03297,37.61299,16.817043,2020-12-11 16:05:07.872,1607655907.872
783.2337,-1.504188,143.46838,-0.38395226,155.07596,37.578518,16.465351,2020-12-11 16:05:07.872,1607655907.872
782.8476,-1.5032552,142.90439,-0.3838554,155.10283,37.5462,16.04519,2020-12-11 16:05:07.872,1607655907.872
782.46875,-1.504188,143.12236,-0.38414448,155.11357,37.512802,16.695215,2020-12-11 16:05:07.872,1607655907.872
782.09717,-1.5013697,144.31099,-0.3838554,155.13776,37.479404,16.516472,2020-12-11 16:05:08.736,1607655908.736
781.7365,-1.5013478,141.95395,-0.38404763,155.17805,37.443855,15.796586,2020-12-11 16:05:08.736,1607655908.736
781.27026,-1.5025054,142.76062,-0.38240254,155.22105,37.412613,16.454662,2020-12-11 16:05:08.736,1607655908.736
780.8076,-1.5016218,143.49759,-0.38278848,155.2533,37.37814,16.498137,2020-12-11 16:05:09.600,1607655909.6
780.6109,-1.5020865,142.94261,-0.38240254,155.28017,37.343666,16.05658,2020-12-11 16:05:09.600,1607655909.6
780.2357,-1.5009562,142.82802,-0.38220733,155.3527,37.311348,16.524658,2020-12-11 16:05:09.600,1607655909.6
779.86414,-1.5009562,142.65721,-0.38259476,155.38495,37.276875,16.35618,2020-12-11 16:05:09.600,1607655909.6
779.4707,-1.5003777,143.64139,-0.38259476,155.44675,37.243477,15.980716,2020-12-11 16:05:10.464,1607655910.464
779.1137,-1.4990078,143.17853,-0.38240254,155.47093,37.21008,16.320482,2020-12-11 16:05:10.464,1607655910.464
778.66565,-1.4977227,141.69557,-0.38240254,155.50319,37.175606,15.850184,2020-12-11 16:05:10.464,1607655910.464
778.1848,-1.4992864,142.08879,-0.38278848,155.53812,37.144363,16.788433,2020-12-11 16:05:11.328,1607655911.328
777.9917,-1.4987333,142.89091,-0.3831759,155.54349,37.107735,16.070534,2020-12-11 16:05:11.328,1607655911.328
